Top3 31_200_PS Carb_10	Top3 32_200_PS Carb_100	Top3 33_small_Citrate_10	Top3 34_large_Citrate_10	Top3 35_small_PEI_10	Top3 36_large_PEI_10	Top3 37_large_PVP@AU_100	Top3 38_small_PVP@AU_10	Top3 39_small_PVP@AU_100	Top3 40_large_Citrate_100	Top3 41_large_PEI_100	Top3 42_small_Citrate_100	Top3 43_small_PEI_100	Top3 44_large_PVP@AU_10	Top3 45_large_PEG@Au_100	Top3 46_large_PEI@Au_100	Top3 47_small_PEI@Au_100	Top3 48_200_PS Carb@ PEG_100	Top3 49_200_PS Carb@ PEG_100	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	Majority protein IDs
E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	T
0	5775600	29112000	23014000	11140000	8796600	13242000	0	19461000	40375000	11259000	25352000	16099000	0	0	0	17413000	0	3305000	0	16052000	14999000	20903000	Q5E9R3
0	0	0	0	0	0	0	0	0	7882600	0	4499000	0	0	0	0	0	0	0	0	0	0	0	Q5E9X0
247560000	50193000	211170000	281969984	286440000	312420000	570600000	197710000	988520000	870710016	3483099904	606470016	1065600000	174410000	685910016	65471000	1208800000	7204700	0	20968000	447990016	503280000	474620000	Q5E9Z2
0	0	22288000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q5EA20
20777000	17575000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8230800	13879000	0	0	0	0	Q5EAD2
0	0	0	0	175680000	127840000	0	0	0	0	301550016	0	331169984	0	0	17249000	328289984	0	0	0	68639000	56282000	52782000	Q5KR47
0	0	0	0	61611000	45917000	0	0	0	0	107670000	0	141980000	0	0	10764000	206380000	0	0	0	0	0	0	Q5KR48
521020000	67251000	843710016	779889984	557230016	0	704430016	33664000	2954400000	1105799936	0	798750016	585619968	128960000	159280000	0	0	0	0	0	712110016	677670016	611430016	Q5NTB3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137890000	0	137890000	0	0	Q5QQ49
0	0	12062000	0	0	0	0	0	10853000	48610000	0	16512000	0	0	0	0	0	0	0	0	0	0	12438000	Q6EWQ7
0	0	9554900	7150800	8364700	0	12676000	6415500	23072000	49393000	0	24482000	0	0	0	0	0	0	0	0	11957000	7952800	14279000	Q6Q137
41395000	3538400	69765000	71596000	14222000	0	8233900	12290000	28603000	65403000	0	42811000	11142000	7049800	7653100	0	0	0	0	0	34661000	31140000	38569000	Q6R8F2
17401000	0	0	16027000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q6URK6
0	0	0	0	0	0	0	0	0	0	51097000	0	13067000	0	0	0	16439000	0	0	0	0	0	0	Q6ZXC9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1645400	0	0	0	0	Q762I5
0	15725000	100950000	251300000	77926000	100870000	27846000	0	41302000	121380000	326960000	165120000	194900000	0	31159000	11792000	268280000	228800000	0	0	87052000	88325000	199460000	Q76LV1
0	0	124280000	96477000	152460000	166500000	54265000	10349000	70023000	225180000	596819968	184120000	385240000	0	58976000	19413000	388820000	0	0	0	134680000	139410000	150240000	Q76LV2
1419800064	91724000	1416499968	1715799936	1463900032	1382599936	2031900032	720440000	1819399936	2082300032	3072000000	1025200000	1871299968	1077200000	687520000	70996000	947779968	217290000	259210000	2841999872	1512999936	1462300032	1631699968	Q7SIH1
23461000	0	16322000	107980000	0	0	47897000	24248000	79483000	38762000	20249000	23955000	0	28012000	0	0	0	0	0	0	29281000	22997000	24190000	Q8SPP7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71109000	0	0	0	0	Q8SQ28
0	4783100	15113000	19938000	20274000	0	11712000	10228000	0	29138000	0	25993000	16100000	0	0	0	0	0	0	0	0	16448000	14707000	Q92176
0	0	0	0	0	0	9507500	0	14524000	13606000	0	0	0	0	11758000	0	0	0	0	0	0	0	0	Q95117
216820000	14622000	3501100032	3655899904	75326000	24407000	336840000	615260032	418980000	2384399872	188230000	2390400000	276009984	296040000	117280000	7545400	45078000	9078200	12534000	259760000	1395800064	1424899968	1576099968	Q95121
0	0	0	0	0	3726200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q95140
0	0	7164000	6095200	3965300	5047400	45854000	9971300	51346000	28172000	29408000	5009900	22382000	6512400	23731000	0	7943600	0	0	51275000	17894000	11402000	10586000	Q95M17
0	0	32000000	20170000	36511000	53435000	0	0	0	39941000	320960000	63005000	137720000	0	0	0	99085000	0	0	0	39268000	32212000	28820000	Q95M18
0	0	0	0	0	0	0	0	0	5016800	0	5063200	0	0	0	0	0	0	0	0	0	0	0	Q9BGI2
6441500	0	6413300	0	7305400	0	0	0	0	15481000	8816000	0	8839400	0	0	0	0	985220	1927900	0	0	0	0	Q9BGI3
0	0	32447000	17513000	0	0	0	0	0	0	0	27740000	0	0	0	0	0	0	0	0	0	0	10339000	Q9GLE5
16392000	6005600	14529000	23150000	0	0	77243000	8888700	114280000	130740000	0	48944000	51497000	12122000	44861000	0	0	0	0	0	41088000	40066000	45023000	Q9GLX9
0	0	0	0	0	0	0	0	0	27531000	0	19716000	0	0	0	0	0	0	0	0	0	0	0	Q9GMB8
0	0	0	0	0	0	14584000	0	41997000	16888000	0	0	0	0	13084000	0	0	0	0	0	0	0	0	Q9MYY0
0	0	0	0	0	0	40289000	0	61508000	36136000	0	13583000	16543000	0	23821000	0	0	0	0	0	15978000	8106800	0	Q9N179
1798300032	333089984	2823300096	3049799936	530230016	233610000	1309500032	722099968	2188100096	3764999936	351060000	2515599872	436240000	692449984	432670016	12015000	209580000	31550000	70964000	147320000	1829500032	1708899968	1567799936	Q9N2I2
7775400	2359400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q9TS87
9678800	0	36333000	31666000	17023000	24622000	60721000	6074600	65566000	87763000	104930000	27162000	79619000	11348000	30367000	2044100	16966000	0	0	147850000	58926000	61989000	42202000	Q9TT36
116850000	26541000	271809984	410609984	337369984	304000000	1547799936	143080000	1376899968	1198400000	2407099904	449940000	2009699968	296870016	411440000	44845000	388150016	33004000	92334000	3918200064	1164999936	816040000	1107200000	Q9TTE1
0	9723200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2955200	6739000	0	0	0	0	Q9TTJ5
0	0	161780000	128830000	24885000	0	41360000	24875000	56799000	186790000	0	229780000	0	18637000	11499000	0	0	4961100	6132400	0	77336000	64227000	80600000	Q9XSJ4
