Intensity 31_200_PS Carb_10	Intensity 32_200_PS Carb_100	Intensity 33_small_Citrate_10	Intensity 34_large_Citrate_10	Intensity 35_small_PEI_10	Intensity 36_large_PEI_10	Intensity 37_large_PVP@AU_100	Intensity 38_small_PVP@AU_10	Intensity 39_small_PVP@AU_100	Intensity 40_large_Citrate_100	Intensity 41_large_PEI_100	Intensity 42_small_Citrate_100	Intensity 43_small_PEI_100	Intensity 44_large_PVP@AU_10	Intensity 45_large_PEG@Au_100	Intensity 46_large_PEI@Au_100	Intensity 47_small_PEI@Au_100	Intensity 48_200_PS Carb@ PEG_100	Intensity 49_200_PS Carb@ PEG_100	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	iBAQ 31_200_PS Carb_10	iBAQ 32_200_PS Carb_100	iBAQ 33_small_Citrate_10	iBAQ 34_large_Citrate_10	iBAQ 35_small_PEI_10	iBAQ 36_large_PEI_10	iBAQ 37_large_PVP@AU_100	iBAQ 38_small_PVP@AU_10	iBAQ 39_small_PVP@AU_100	iBAQ 40_large_Citrate_100	iBAQ 41_large_PEI_100	iBAQ 42_small_Citrate_100	iBAQ 43_small_PEI_100	iBAQ 44_large_PVP@AU_10	iBAQ 45_large_PEG@Au_100	iBAQ 46_large_PEI@Au_100	iBAQ 47_small_PEI@Au_100	iBAQ 48_200_PS Carb@ PEG_100	iBAQ 49_200_PS Carb@ PEG_100	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Top3 31_200_PS Carb_10	Top3 32_200_PS Carb_100	Top3 33_small_Citrate_10	Top3 34_large_Citrate_10	Top3 35_small_PEI_10	Top3 36_large_PEI_10	Top3 37_large_PVP@AU_100	Top3 38_small_PVP@AU_10	Top3 39_small_PVP@AU_100	Top3 40_large_Citrate_100	Top3 41_large_PEI_100	Top3 42_small_Citrate_100	Top3 43_small_PEI_100	Top3 44_large_PVP@AU_10	Top3 45_large_PEG@Au_100	Top3 46_large_PEI@Au_100	Top3 47_small_PEI@Au_100	Top3 48_200_PS Carb@ PEG_100	Top3 49_200_PS Carb@ PEG_100	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	Species	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	C	C	C	C	C	T
134969999360	6173599744	21052999680	28372000768	31945000960	33344999424	72088002560	10871000064	62256001024	102659997696	107469996032	60408999936	90376003584	21447999488	38969999360	4157299968	25974999040	3104699904	5893100032	143780003840	67946000384	63401000960	60848001024	5541000192	166480000	1023499968	1271500032	1481699968	1468599936	2850500096	448980000	2695600128	4474399744	4877700096	2814400000	4086700032	944480000	1744300032	159730000	1315699968	123240000	260680000	6256000000	2874200064	2612699904	2671000064	46748999680	1218700032	7604800000	10131999744	12944000000	14876000256	22378000384	4184100096	21689999360	35066998784	40940998656	24932999168	34151000064	8008600064	14616999936	1405900032	11239999488	1387200000	2816999936	54880002048	24590000128	22080000000	21643999232	Bos taurus				9913	P12763
1471100032	60263000	818849984	939539968	167090000	62553000	43415000	18282000	62040000	43902000	225640000	75797000	39941000	16488000	71528000	0	30623000	83310000	103180000	6869000	249660000	216720000	170560000	22931000	561760	13842000	15721000	2242100	637520	134010	251990	1497100	869840	2455500	772250	510050	263460	1041000	0	370420	1340500	1016200	60917	3607600	2771900	2372700	495169984	30841000	270110016	294740000	75898000	46200000	49575000	15287000	106320000	69762000	113360000	65450000	40907000	17863000	50367000	0	32181000	46642000	58128000	0	108380000	93456000	90169000	Bos taurus				9913	P12799
0	11070000	10406000	10675000	25234000	23143000	175120000	17647000	229280000	60430000	0	9865800	0	34858000	0	0	0	9132400	6179200	0	31192000	19167000	27768000	0	339560	387190	367190	954550	794720	6890100	648800	10881000	2673000	0	822150	0	1288200	0	0	0	273850	225350	0	1089700	482140	1094900	0	6311700	18004000	17074000	25234000	23143000	105440000	14323000	154040000	37783000	0	18677000	0	23673000	0	0	0	9034600	10009000	0	24554000	26262000	27768000	Bos taurus				9913	P13135
0	0	0	0	173780000	196540000	0	0	0	0	16632000	0	99973000	0	0	65314000	689400000	7454600	0	0	9693300	9105300	10038000	0	0	0	0	1610800	1959500	0	0	0	0	1279400	0	1734100	0	0	847550	11894000	573430	0	0	745640	700410	772140	0	0	0	0	108960000	116070000	0	0	0	0	37730000	0	67343000	0	0	29137000	320360000	29442000	0	0	21989000	20655000	22771000	Bos taurus				9913	P13213
932400000	300680000	1243900032	1397900032	94932000	0	292320000	97593000	644110016	1875200000	0	1674199936	43685000	58661000	53081000	0	0	0	0	6756700	792659968	801230016	798670016	44097000	12588000	56055000	63775000	3932300	0	12341000	4220500	29064000	84864000	0	82047000	2730300	2785600	2740000	0	0	0	0	422300	37165000	34636000	35461000	465140000	148930000	593480000	752419968	57090000	0	134150000	49243000	316110016	916030016	0	815710016	51545000	30765000	37028000	0	0	0	0	29639000	399920000	388750016	392780000	Bos taurus				9913	P13384
0	0	0	0	272729984	294920000	4136600	0	14054000	0	2497700096	23646000	865129984	0	30364000	110470000	1829200000	2354600	11171000	0	91140000	113500000	80773000	0	0	0	0	11607000	11753000	318200	0	691610	0	123740000	1342400	49454000	0	976690	4962600	70237000	181120	403040	0	3854500	3904200	1921700	0	0	0	0	137620000	158460000	11868000	0	25794000	0	1179699968	26444000	505200000	0	22212000	65014000	820760000	3791000	12396000	0	83448000	77685000	70557000	Bos taurus				9913	P13605
0	0	40781000	0	152600000	126630000	2635500	0	0	0	3626799872	21773000	671190016	4013900	164700000	23702000	995350016	6871800	15641000	0	53142000	97639000	36432000	0	0	679690	0	2203500	1343700	43925	0	0	0	30548000	60538	6713900	66898	1504500	237880	11540000	68062	146200	0	550710	1017400	288500	0	0	0	0	93356000	92620000	7637100	0	0	0	1066099968	33185000	308420000	0	47634000	11699000	404200000	2259500	13518000	0	53797000	48128000	55412000	Bos taurus				9913	P13608
36536000	17155000	35019000	8711700	5203000	0	0	0	0	29922000	0	15019000	6806200	0	0	0	10993000	3985900	9431900	0	0	0	5690800	1739800	742340	1100600	414840	247760	0	0	0	0	999540	0	715200	324100	0	0	0	523460	189800	449140	0	0	0	270990	28808000	10319000	31382000	24237000	11697000	0	0	0	0	29922000	0	18675000	34768000	0	0	0	13668000	5639400	6556400	0	0	0	12794000	Bos taurus				9913	P14568
44748000	7430700	110890000	126920000	0	0	256290000	0	543609984	695809984	0	284190016	0	0	48340000	0	0	0	0	0	177110000	157270000	164850000	6392500	1061500	1181500	2012700	0	0	3854100	0	10942000	20142000	0	4831200	0	0	314630	0	0	0	0	0	2670800	2902000	2091100	72321000	14261000	76660000	77927000	0	0	144710000	0	309169984	389100000	0	166140000	0	0	36859000	0	0	0	0	0	114150000	94793000	102020000	Bos taurus				9913	P15467
31325999104	4001999872	5515500032	10099999744	7197400064	5192699904	9071200256	4067699968	11080999936	10277999616	12997000192	3980600064	10238000128	6306100224	3433600000	281260000	3214299904	10661999616	23739000832	10951999488	8239300096	7794800128	8245100032	1233100032	162860000	239510000	494990016	291590016	254150000	394769984	185840000	494329984	448920000	622609984	175430000	464620000	256850000	150730000	12668000	151020000	527840000	1049600000	484420000	359169984	313529984	356800000	9396200448	1264000000	1796800000	3396600064	2122499968	1727900032	2786599936	1247000064	3276699904	3101400064	4298999808	1078300032	3198099968	1611699968	978390016	88673000	945609984	3626299904	7339800064	3592100096	2544800000	2052800000	2313400064	Bos taurus				9913	P15497
0	0	18481000	12895000	0	0	0	4036500	0	0	0	15940000	0	2632700	0	0	0	0	0	0	0	0	0	0	0	1680100	1172300	0	0	0	366950	0	0	0	1449100	0	239340	0	0	0	0	0	0	0	0	0	0	0	18481000	12895000	0	0	0	4036500	0	0	0	15940000	0	2632700	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P16368
22314000384	4976900096	24802000896	21063000064	530860000	132460000	2879600128	3594400000	4094799872	7638499840	1302700032	8545600000	1100800000	2425100032	397160000	24045000	186680000	35081000	43309000	1859900032	8082599936	8455199744	8448699904	494540000	82643000	533500000	492260000	10931000	1865100	69041000	76209000	88612000	159650000	27930000	204570000	26014000	47969000	6681200	248530	4168700	342850	524610	31461000	171010000	184450000	179280000	8199900160	1570599936	8392000000	8225900032	201610000	74141000	1104999936	1398700032	1448700032	2494299904	433100000	3036499968	374670016	859529984	149090000	12637000	111680000	15642000	26550000	593160000	2915099904	2946700032	2891300096	Bos taurus				9913	P17690
1847799936	505100000	1656000000	1425500032	1996499968	1466099968	344409984	249760000	452329984	583100032	1816300032	629340032	1652499968	163190000	138400000	75293000	1813200000	1360899968	4126599936	174800000	979049984	984120000	1020200000	43815000	13383000	41784000	38156000	52856000	40729000	11415000	7661600	15067000	18446000	51190000	18837000	42715000	4802900	4337500	1910000	51936000	30448000	107590000	5442000	27177000	27277000	28833000	601230016	147010000	521049984	427560000	570030016	577190016	154810000	90579000	212240000	305449984	661580032	261550000	542760000	65158000	54163000	24694000	561600000	401620000	1183200000	85711000	357260000	379710016	346129984	Bos taurus				9913	P17697
4717900	1469200	699400000	886840000	146950000	40128000	207310000	125710000	266810000	395540000	272009984	312120000	367420000	76752000	68047000	7918200	6619300	0	0	323880000	357790016	291620000	332340000	524210	163250	50098000	69093000	11234000	3686200	13794000	9022500	22692000	29966000	22696000	24291000	30177000	5665300	3713000	158270	735480	0	0	24125000	29509000	20627000	27049000	13941000	0	331609984	443409984	76491000	30713000	130510000	62800000	152590000	192430000	139070000	163920000	206320000	45698000	47789000	0	5769500	0	0	215940000	191490000	171250000	191780000	Bos taurus				9913	P18902
0	11941000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39527000	112280000	0	0	0	0	0	3261900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12443000	33492000	0	0	0	0	0	14786000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39527000	101390000	0	0	0	0	Bos taurus				9913	P19034
742300032	552969984	298300000	156160000	80543000	79760000	185390000	35231000	385030016	107070000	198850000	76609000	97273000	43447000	49766000	1761600	67917000	855560000	2208399872	61702000	209240000	173190000	191680000	59004000	48711000	31463000	15326000	8188200	7870500	18707000	2386000	33619000	10983000	20927000	7756800	9292700	3866100	4585500	293610	6197300	73603000	206260000	5998400	22076000	16311000	17632000	692609984	420500000	298300000	156160000	80543000	79760000	185390000	35231000	368470016	107070000	198850000	76609000	97273000	43447000	49766000	3942100	67917000	809539968	2016099968	61702000	183360000	173190000	191680000	Bos taurus				9913	P19035
24011000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1909000	0	0	0	0	872090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100470	0	0	0	0	24011000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P19217
0	0	0	0	19482000	19342000	30707000	0	19380000	0	151470000	0	53695000	0	5453100	5492700	75165000	0	0	0	0	5813800	6618100	0	0	0	0	1332900	1360900	2535800	0	2768500	0	14312000	0	7670700	0	779020	490370	7278400	0	0	0	0	830540	945450	0	0	0	0	23087000	22921000	36389000	0	31935000	0	133820000	0	70374000	0	8986000	5492700	69970000	0	0	0	0	9580300	10906000	Bos taurus				9913	P19427
6115600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6115600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P19534
0	5133600	0	0	0	0	0	0	21090000	0	27280000	0	0	2453300	0	0	0	0	0	0	0	0	0	0	222820	0	0	0	0	0	0	2109000	0	1953500	0	0	245330	0	0	0	0	0	0	0	0	0	0	18737000	0	0	0	0	0	0	29049000	0	28773000	0	0	11048000	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P19660
0	4192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P19661
0	0	11827000	15159000	0	0	0	3173100	0	0	0	10381000	0	3143200	0	0	0	0	0	0	0	0	0	0	0	1314100	1412600	0	0	0	352560	0	0	0	1153500	0	349240	0	0	0	0	0	0	0	0	0	0	0	12529000	15159000	0	0	0	3361300	0	0	0	10997000	0	3329600	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P19803
23458000	17350000	5846400	16065000	4213400	0	9375000	1417000	15956000	17050000	16514000	6371200	7250200	0	1605500	0	3284800	7630500	17966000	7520400	7966100	5598800	7905400	931950	700380	324800	389960	234080	0	520830	78722	546860	477500	917440	353960	402790	0	89193	0	182490	337870	881270	417800	442560	311040	439190	23458000	12702000	8632900	18541000	6221600	0	11564000	2092400	13462000	19677000	13275000	9408000	10706000	0	2370700	0	4850400	7501400	11108000	11105000	11763000	8267300	11673000	Bos taurus				9913	P19858
0	0	0	0	0	5497600	0	0	0	0	0	0	14476000	0	0	8750900	101920000	0	0	0	0	0	0	0	0	0	0	0	323390	0	0	0	0	0	0	851500	0	0	97178	1707000	0	0	0	0	0	0	0	0	0	0	0	7184300	0	0	0	0	0	0	18917000	0	0	8750900	101920000	0	0	0	0	0	0	Bos taurus				9913	P19879
0	0	0	0	0	0	0	0	11643000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11643000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P20414
80277000	9582400	142080000	139210000	9820200	0	145820000	31521000	308600000	450440000	0	211200000	3409600	19896000	49680000	0	0	0	0	0	75461000	70496000	85707000	3063900	463670	7215200	7058600	545570	0	8101100	1751200	15076000	21523000	0	11038000	189420	1105300	2496000	0	0	0	0	0	4192300	3916400	4300400	69343000	10194000	80983000	81938000	23658000	0	130670000	21308000	223710000	292620000	0	128440000	0	19896000	50060000	0	0	0	0	0	88706000	82880000	82172000	Bos taurus				9913	P20959
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3855400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3855400	0	0	0	0	0	0	0	0	Bos taurus				9913	P21782
0	0	0	0	0	0	63155000	0	57787000	0	142930000	0	0	6654700	84016000	0	26997000	37512000	89284000	0	0	0	0	0	0	0	0	0	0	2136200	0	3399200	0	6465600	0	0	238530	3692900	0	1588100	2206600	3780500	0	0	0	0	0	0	0	0	0	0	63155000	0	67101000	0	116750000	0	0	9622500	61811000	0	36992000	25134000	63739000	0	0	0	0	Bos taurus				9913	P21793
0	0	0	0	0	6238400	116340000	4343200	159870000	0	474529984	0	41415000	10226000	224840000	0	59077000	20795000	139610000	0	5273200	0	3433400	0	0	0	0	0	366970	3593500	255480	6761300	0	19269000	0	2202800	601520	8532400	0	2640800	647240	4374900	0	310190	0	201970	0	0	0	0	0	8890800	60524000	6342900	102620000	0	196060000	0	35191000	10226000	104120000	0	42577000	15681000	53852000	0	13647000	0	8885700	Bos taurus				9913	P21809
144370000	22881000	68217000	67835000	69518000	74410000	40439000	33229000	41810000	45627000	55843000	49332000	94992000	28425000	4427900	0	84421000	2821700	6822000	0	52725000	47254000	48201000	7977200	1072900	4433100	4259800	4436000	3768400	1595100	1637900	2217300	3256900	3198900	3276800	5843400	1723000	553490	0	3321200	352720	142800	0	3047400	2989200	2662400	95276000	15547000	48918000	50440000	53146000	52131000	37139000	20968000	32299000	45141000	40592000	34796000	68191000	21552000	8752900	0	68264000	5577900	11227000	0	40144000	33675000	35816000	Bos taurus				9913	P22226
0	0	0	4726700	109670000	173570000	0	0	0	0	0	0	0	0	0	0	29536000	0	0	0	9990000	0	5747800	0	0	0	236340	4421200	6497500	0	0	0	0	0	0	0	0	0	0	905200	0	0	0	499500	0	287390	0	0	0	12060000	70065000	104570000	0	0	0	0	0	0	0	0	0	0	27320000	0	0	0	14824000	0	14665000	Bos taurus				9913	P22457
0	0	9613500	20084000	11472000	8962300	800510016	13896000	812480000	10432000	38106000	8646800	24268000	25692000	457920000	23164000	266190000	0	0	0	58530000	63562000	56880000	0	0	234480	489860	279810	218590	13645000	338930	15152000	254430	929410	210900	591900	626630	7414800	492690	6171500	0	0	0	1427600	1550300	1387300	0	0	14094000	29446000	16819000	13140000	687180032	20373000	720150016	15294000	55867000	12677000	35579000	32239000	395440000	23949000	326790016	0	0	0	73444000	79759000	71374000	Bos taurus				9913	P23206
6685600	4414500	9505100	33939000	4805600	0	124540000	5399600	211970000	142860000	0	13607000	0	15817000	21239000	0	7916800	0	0	0	45939000	45418000	43891000	477550	315320	678940	2424200	343260	0	8087100	385680	11418000	9024800	0	971910	0	965250	1517100	0	565480	0	0	0	3281400	3244200	3135000	19091000	9917000	27141000	36492000	13722000	0	94759000	15418000	144970000	142860000	0	38853000	0	25179000	22837000	0	22606000	0	0	0	49394000	48834000	47191000	Bos taurus				9913	P24591
0	2082100	0	0	0	0	309630016	54255000	684940032	486329984	0	27852000	0	113710000	114960000	0	0	0	0	0	15068000	41220000	34657000	0	49574	0	0	0	0	3491800	528550	8183900	5725600	0	480010	0	1362700	1369500	0	0	0	0	0	358750	382490	363360	0	5491900	0	0	0	0	72070000	20056000	121260000	98333000	0	22346000	0	25051000	26032000	0	0	0	0	0	25999000	28184000	27936000	Bos taurus				9913	P24627
0	0	0	0	0	0	0	0	0	16545000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2757600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16545000	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P28782
0	0	0	0	0	0	0	0	0	11244000	0	5437200	0	0	12673000	0	0	1562800	0	0	0	3167400	0	0	0	0	0	0	0	0	0	0	1606200	0	776740	0	0	650260	0	0	223250	0	0	0	452480	0	0	0	0	0	0	0	0	0	0	14202000	0	6867600	0	0	12673000	0	0	1973900	0	0	0	4000600	0	Bos taurus				9913	P28783
998259968	113620000	581649984	842929984	794489984	751200000	1265699968	340009984	1333200000	1824800000	5496699904	785689984	1909600000	514900000	809590016	166050000	3177299968	127730000	134010000	1896199936	1237799936	1225200000	789369984	18817000	2780000	16901000	20579000	18740000	16546000	25593000	7166900	27556000	38476000	116110000	17646000	45674000	9913200	19688000	3887800	71474000	1810400	3068200	42368000	24418000	24650000	21379000	274209984	44515000	232660000	316070016	262440000	256320000	375369984	104890000	445280000	551089984	1732899968	257990000	524340000	152780000	234750000	47086000	949009984	30600000	53746000	564680000	381350016	360020000	285329984	Bos taurus				9913	P28800
0	0	0	0	0	0	46182000	0	95583000	0	0	0	0	5931300	2423500	0	0	0	0	0	0	0	3227100	0	0	0	0	0	0	1986000	0	3391900	0	0	0	0	282440	115410	0	0	0	0	0	0	0	153670	0	0	0	0	0	0	41706000	0	71230000	0	0	0	0	7875100	4936800	0	0	0	0	0	0	0	6573600	Bos taurus				9913	P30922
0	0	0	0	0	0	0	0	0	0	115830000	0	40800000	0	0	0	0	0	12034000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5821300	0	372920	0	0	0	0	0	773400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115830000	0	49868000	0	0	0	0	0	9560000	0	0	0	0	Bos taurus				9913	P30932
5230900	0	0	21867000	9116400	5397000	0	0	6458200	0	3526300	0	3582300	0	0	0	24318000	0	0	0	0	0	2010300	581210	0	0	1972600	1012900	599670	0	0	717580	0	391810	0	398030	0	0	0	1647800	0	0	0	0	0	223360	0	0	0	20441000	14952000	8852000	0	0	10593000	0	13624000	0	13840000	0	0	0	24318000	0	0	0	0	0	7766900	Bos taurus				9913	P31098
0	0	0	0	436540000	492529984	0	0	0	0	689889984	0	359910016	0	0	49540000	1029499968	6799800	0	0	53803000	46067000	56652000	0	0	0	0	6171900	7303100	0	0	0	0	12800000	0	6868900	0	0	785050	16698000	194280	0	0	1331600	1071000	894470	0	0	0	0	132230000	161100000	0	0	0	0	270480000	0	131280000	0	0	16756000	276840000	12747000	0	0	32135000	28368000	35949000	Bos taurus				9913	P31836
0	0	0	0	0	0	0	0	0	704780032	0	37227000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21735000	0	983770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626760000	0	180540000	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P31976
32525000	44570000	0	0	0	0	69000000	19215000	115030000	0	13156000	0	0	36665000	0	0	0	0	6772100	0	3982500	3787800	3573400	1613500	1342700	0	0	0	0	2045400	515670	4192800	0	909720	0	0	1458100	0	0	0	0	266380	0	442500	420870	397040	34440000	32832000	0	0	0	0	52501000	14766000	79987000	0	19047000	0	0	24360000	0	0	0	0	5739600	0	12127000	11534000	10881000	Bos taurus				9913	P33046
0	9125900	11804000	27812000	0	0	0	0	25394000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299120	621270	1463800	0	0	0	0	1336500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9125900	13223000	29166000	0	0	0	0	28446000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P33072
30476000	0	356960000	112110000	58488000	14757000	12780000	81225000	30135000	481910016	50902000	354300000	32750000	44592000	9095700	0	17048000	0	0	0	180460000	198380000	163880000	1057300	0	14105000	4624900	1938900	702740	608560	2724200	1259600	16072000	1860600	11480000	1196200	1515000	433130	0	811810	0	0	0	6589700	7354600	6873100	27769000	0	226820000	98596000	50494000	17215000	20693000	59062000	30857000	348620000	45579000	247440000	32750000	31521000	10610000	0	19887000	0	0	0	131140000	137020000	112790000	Bos taurus				9913	P33433
0	0	0	0	11808000	10311000	9399000	0	0	0	83794000	0	64339000	0	0	1061600	88118000	0	0	0	6500000	0	6026100	0	0	0	0	1312000	1145700	1044300	0	0	0	7029200	0	5669900	0	0	117950	8378600	0	0	0	722230	0	669570	0	0	0	0	16078000	14040000	0	0	0	0	56851000	0	64339000	0	0	1445500	70343000	0	0	0	8850600	0	8205300	Bos taurus				9913	P33672
14072000512	2438899968	13102999552	15224999936	11256000512	10721000448	35905998848	5353500160	26122999808	44679999488	48653000704	14894999552	37823000576	7974700032	15516000256	1181400064	6996700160	3171599872	6265699840	69192998912	26239000576	27143000064	24583999488	396680000	62138000	389710016	459180000	346670016	311960000	1033000000	155480000	835790016	1400400000	1643100032	481980000	1158800000	216750000	477660000	33843000	181100000	88215000	162600000	1835799936	794670016	857110016	753990016	6442599936	808689984	5101599744	5394899968	3865900032	4865399808	12974000128	2049900032	10988999680	15971000320	16931000320	5476100096	15491000320	3413199872	5733100032	554240000	4003099904	1427800064	2152399872	23029999616	9308199936	10453000192	8740400128	Bos taurus				9913	P34955
11816000	742820	127380000	217930000	201420000	319640000	31880000	23360000	20451000	64763000	42956000	42115000	11835000	16322000	6535000	0	2234600	0	0	52208000	112890000	66244000	78262000	334750	24761	1611400	4219200	3187100	4453700	498130	229760	216190	508320	768080	852320	394510	123610	217830	0	74485	0	0	789720	1287100	1010700	989890	20335000	2337600	74757000	91299000	71111000	120020000	31893000	16704000	0	65775000	38514000	27692000	0	11556000	10672000	0	0	0	0	48686000	60275000	37366000	45587000	Bos taurus				9913	P35445
18101000	20492000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17613000	74814000	0	0	0	0	1747100	1365200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1963300	8074300	0	0	0	0	18101000	17990000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17613000	73469000	0	0	0	0	Bos taurus				9913	P35541
111830000	53387000	0	0	44973000	43198000	35329000	12432000	41364000	0	42858000	0	54338000	20720000	4720900	0	33280000	37354000	67714000	0	12598000	10824000	25660000	7595500	3391600	0	0	2911800	2821200	1730900	754320	2490800	0	2520200	0	2988200	1283400	472090	0	1677800	2626700	4567900	0	1259800	1082400	1415900	106710000	47749000	0	0	44973000	43198000	41683000	12432000	48803000	0	50565000	0	64111000	20720000	11202000	0	33280000	34393000	57262000	0	29895000	25684000	30275000	Bos taurus				9913	P37141
0	0	0	0	22460000	6522400	19080000	0	71252000	94963000	0	31630000	9089500	0	4272900	0	0	0	0	0	18939000	14457000	8401100	0	0	0	0	485490	203820	596260	0	1208800	1206100	0	367520	284050	0	133530	0	0	0	0	0	307380	120670	262530	0	0	0	0	20737000	0	0	0	44089000	62355000	0	22100000	18370000	0	7004300	0	0	0	0	0	19951000	21414000	24311000	Bos taurus				9913	P38657
0	0	38001000	39449000	0	0	7452000	24861000	66139000	158270000	0	72013000	0	30640000	0	0	0	0	0	0	18734000	33394000	10868000	0	0	2529700	2790100	0	0	1242000	1542600	3937300	11920000	0	4154300	0	1634600	0	0	0	0	0	0	1681300	1702200	1811300	0	0	38001000	39449000	0	0	18519000	24861000	66139000	143970000	0	72013000	0	30640000	0	0	0	0	0	0	31159000	33394000	27007000	Bos taurus				9913	P39873
0	0	0	0	0	0	0	0	20438000	19578000	23881000	0	0	0	32375000	0	9703900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3406300	1131200	1873700	0	0	0	1991400	0	1617300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37997000	25009000	24328000	0	0	0	24907000	0	20999000	0	0	0	0	0	0	Bos taurus				9913	P40673
4587500032	5236299776	6866299904	8099100160	6016600064	2195399936	3775800064	1376099968	4183399936	9867100160	3526599936	6479000064	6709899776	930579968	1194800000	77247000	1279100032	544910016	1433299968	2137600000	5700899840	6310700032	6171700224	90475000	84118000	143350000	167030000	132540000	46614000	67829000	27561000	95707000	213270000	86582000	144380000	131650000	18392000	27532000	1537900	31062000	11587000	31550000	48977000	111730000	101900000	125110000	1373400064	987649984	1588899968	1849500032	1554499968	659249984	749270016	454169984	1130099968	2822799872	1028699968	2029100032	1562199936	291840000	369550016	23740000	442780000	161470000	466920000	516940000	1488300032	1422800000	1873799936	Bos taurus				9913	P41361
0	0	0	0	0	0	0	1281800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1281800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P42916
8467300	0	22143000	16202000	0	0	0	0	0	49041000	0	0	0	0	5922800	0	0	0	0	0	6408600	10475000	0	445650	0	1165400	852720	0	0	0	0	0	265400	0	0	0	0	142290	0	0	0	0	0	337290	551330	0	10904000	0	28516000	20865000	0	0	0	0	0	43999000	0	0	0	0	4146000	0	0	0	0	0	8253100	13490000	0	Bos taurus				9913	P49907
